surname,speaker,previous_surname,previous_speaker,speech
"meehan","Mr. Meehan","cooper","Mr. Cooper","    Thank you.\n    Mr. Bradbury, so how many military commission convictions \nhave we had?\n    Mr. Bradbury. None, sir."
"meehan","Mr. Meehan","meehan","Mr. Meehan","    And we have had 261 convictions through the \nJustice Department for our own criminal system; isn't that \nright?\n    Mr. Bradbury. I don't know the exact number, but I know it \nis around there."
"meehan","Mr. Meehan","meehan","Mr. Meehan","    Two hundred sixty-one related to terrorism. It \njust seems to me after 5 years since 9/11 that we would have \nbeen in a better position, stronger position. Particularly in \nview of who the President announced yesterday that we have in \ndetention, that we would have anticipated how the Supreme Court \nmight rule and that we should have been, in Congress, a lot \nearlier than this. I don't understand why the Administration \ndidn't come to Congress to set up a military commission to deal \nwith this earlier. I think it is unacceptable that 5 years from \nthe anniversary of 9/11 and we haven't had a single military \ncommission conviction when our own Justice Department has 261 \nterrorism convictions.\n    Mr. Bradbury. Well, I think the President also views it as \nunacceptable in the sense that it is past time to move forward \nwith these prosecutions. I think that what I have tried to \ncommunicate--last time I was here back in July following the \nHamdan decision, this is quite extraordinary in the history of \narmed conflict for the executive branch to come to Congress to \nget legislation for military commissions for the trial of enemy \ncombatants. This is an unprecedented----"
"meehan","Mr. Meehan","meehan","Mr. Meehan","    But we have had five years. You agree. And I \nagree with what General Dunlap says. We have to go through a \nprocess here. There are less than 20 days left before this \nCongress is scheduled to adjourn.\n    The President, as you say, he has a right to decide what is \nclassified and what isn't.\n    And he unilaterally decided he will present all of this \ninformation with less than 20 days left on the calendar. Now we \nare asked to come up with something, frankly, we should have \nhad a long time ago, and the proposal that I have seen \nessentially is a validation of what the Administration has been \ndoing all along. It has been rejected by the Supreme Court. \nThis policy is, seems to me, is not helping make America more \nsecure. The fact there are so many JAGs here today that can \npoint to serious flaws in the legislation proves that the \nrushed nature of this flawed proposal is problematic.\n    You have come before us basically asking us to rubber-stamp \nyet another increase of executive power, with a deadline that \nis ticking away, with a proposal that seems to create another \nloophole by which the Administration can bypass the Geneva \nConventions by approving abusive interrogation tactics after \nthe fact, and by allowing coerced testimony aren't you saying \nthat torture was okay in the past?\n    Mr. Bradbury. No. The legislation makes clear that any \nstatement determined to be obtained through torture wold be \ninadmissible in all circumstances. So we have an absolute bar \non admissibility of any statements determined to have been \nobtained through torture. As to other statements not determined \nto have been obtained through torture, every accused is going \nto assert that many statements were obtained through coercion. \nAnd we think, again, it should be left to the military judge to \ndetermine whether the statement under the circumstances, \nhearing the arguments on both sides, is reliable and probative. \nIf the military judge determines, based on all of the \ncircumstances he has heard under which that statement was \nobtained, that it is unreliable or lacking in probative value, \nthe legislation would provide that it would not be admissible.\n    So--and we think again those judgments should be made by \nthe military judges and we shouldn't create by statute some new \nexclusionary rule."
"meehan","Mr. Meehan","meehan","Mr. Meehan","    Wouldn't it be appropriate to craft a policy \nthat would be able to withstand a Supreme Court challenge and \nprosecute all of the detainees rather than to rush this \nproposal through Congress at the last minute?\n    Let me just read a quote. Senator Levin of the Senate Armed \nServices Committee was quoted in The New York Times today and \nhe said, quote: ``If the Administration had behaved this way \nbefore Gitmo and the drafting of the--the drifting of Gitmo to \nAbu Ghraib, we would be a lot more secure country, our troops \nwould have been more secure and our position in the world would \nhave been more favorable.''\n    Mr. Levin and others contested points in this proposal for \ntribunals in particular, denying the defense the right to see \nand therefore respond to classified information that is shown \nto the jury, and allowing the introduction of hearsay and \ncoerced evidence.\n    I would like everyone to comment on this. Would you comment \non the status of hearsay evidence in the President's proposal? \nI am interested in why the military rule of evidence 807 is \ninsufficient when it comes to hearsay.\n    Mr. Bradbury. I think I will let the JAGs really respond to \nthat because I think there was unanimity here on the hearsay \nproposal in the legislation that it is appropriate, and I think \nthey are probably----"
"meehan","Mr. Meehan","meehan","Mr. Meehan","    I am interested in why 807 is insufficient.\n    General Black. In the--go ahead.\n    Admiral MacDonald. Congressman, you are talking about \nresidual hearsay."
"meehan","Mr. Meehan","meehan","Mr. Meehan","    I don't see why the rule of evidence 807 would \nbe insufficient.\n    General Dunlap. We do have a recent Supreme Court case. I \nthink we have Crawford v. Washington, and we would have to \nevaluate what the impact of that case which does pretty \nsignificantly, I believe, limit the use of the residual hearsay \nrule. So in a military commission, setting the residual hearsay \nrule is in essence permissible. In other words, there is a lot \nmore latitude to get in hearsay under the military commission \nprocess.\n    My personal view is that while I do appreciate the \ndiscussion in the proposed legislation about the military judge \nexcluding it if the judge concludes it is unreliable or lacking \nin probative value, and there is an additional paragraph in \nthere that is taken from I think Military Rule of Evidence \n(MRE) 403 that says that the judge can exclude it if there is \ndanger of unfair prejudice. But I would suggest, respectfully, \nsome additional language along the lines that--to make it \nperfectly clear that the military judge can exclude evidence if \nits admission, for whatever reason, is not in the interest of \njustice or compromises a full and fair trial. There are those \nwho will argue that that is implicit in the notion of exclusion \nbased on the danger of unfair prejudice, but in my personal \njudgment it would be helpful if we made that clear that that \nwould be a basis for the military judge to exclude evidence.\n    General Black. I agree with his comments, sir, but I would \nadd the provisions that have been incorporated into the \nlegislation with respect to hearsay. They are consistent with \nthe standard that has been applied in the international \ntribunals out there. I am very comfortable with this procedure.\n    Admiral MacDonald. Yes, sir. I would concur with General \nBlack. The International Criminal Tribunal of Yugoslavia, \nICTY--this is to the hearsay rule that is in the commission \npackage right now. That is the rule that is used and that is \nsupported internationally by that particular court.\n    And, again, going back to the Hamdan decision where the \nSupreme Court applied Common Article 3 and particularly talked \nabout those judicial guarantees that are common to all \ncivilized people, that would satisfy that standard. The current \nformulation in the package for hearsay would satisfy that \nformulation under--about national law. On my personal opinion, \nI am very comfortable with the formulation that is in here. And \na lot of this language was--it was a partnership between DOJ \nand DOD in coming up with the current language that is in this \nproposal."
"meehan","Mr. Meehan","meehan","Mr. Meehan","    General, earlier you said you were surprised by \nthe Supreme Court decision. Were you surprised at the decision?\n    Admiral MacDonald. Yes, sir."
"meehan","Mr. Meehan","meehan","Mr. Meehan","    I think you testified to that earlier, you were \npersonally surprised.\n    Admiral MacDonald. I think everybody was surprised that the \nSupreme Court for the first time would apply Common Article 3 \nin this type of a conflict. That is water under the bridge now, \nand now we are left with the Hamdan decision and Common Article \n3 applies, so now what we have done in looking at the \ncommission's packages due to specific evidentiary rules that \nare listed in here--hearsay, coercion and others--do they \ncomply with that standard as announced by the Supreme Court \nwith respect to hearsay? I think we are in agreement that it \ndoes.\n    Mr. Wilson. In the absence of the Chairman, I am \nCongressman Joe Wilson from South Carolina. I am particularly \nhappy to be here today. I served 28 years in the JAG Corps and \nso as I look out and see you today, I want to thank you for \nyour service. Additionally, I truly have never been prouder of \nJAG. Traveling the world six times to Iraq, twice to \nAfghanistan, twice to Guantanamo Bay, I have been so impressed \nby the professionalism of the JAG officers that you are \ntraining and giving leadership to. They are making such a \ndifference on the civil action projects. It is amazing to see \nthe progress in developing a military justice system for Iraq, \nfor Afghanistan.\n    The selflessness and dedication of JAG officers, I have \nnever been more impressed. I am also very grateful. My oldest \nson served in Iraq for a year with the field artillery, and he \nhas returned home and he has just done a branch transfer to \nJAG. So I am very, very grateful that he will have what dad \ndidn't have, and that is combat arms experience. He is going to \nbe an excellent JAG officer.\n    The question that I have, Mr. Bradbury, under the \nAdministration's proposal, the standard for admitting evidence \nunder your proposal is whether the military judge finds the \nevidence would have probative value to a reasonable person. Why \ndid the Administration choose not to use the rules of evidence \napplicable in trials by general courts-martial?\n    Mr. Bradbury. We chose to look to the same rule of evidence \nthat is applied in the International Criminal Tribunal context. \nSo that is exactly the kind of evidentiary threshold that is \nused in those international criminal tribunals. And that is \nwhat we are really talking about here is a criminal tribunal \nfor war crimes under laws of war. So you need a more flexible \nand open standard generally for admissibility, subject again to \nthe review by the military judge.\n    Mr. Wilson. The next question is the Administration's \nproposal states that all of the offenses codified in the \nlegislation have traditionally been triable by military \ncommissions. Of the 27 crimes codified in the Administration's \nproposal, which are considered a violation of the laws of war \nfor those codified offenses not considered a violation of the \nlaws of war, can you identify previous military commissions \nthat have made these offenses triable?\n    Mr. Bradbury. Well, the laws of war are not codified in \nsome code somewhere. They are really based on the sort of \ncommon law, if you will, international customs and law of war. \nAnd it is a concept that evolves over time, and you have some \noffenses which are traditionally recognized for centuries or \ndecades as violations of laws of war, and many of those are \nincorporated into treaties under laws of war, like the Geneva \nConventions.\n    Many of the offenses that we have listed in the legislation \nare drawn from those treaties and reflect those traditionally \nrecognized offenses that have been codified into treaties. But \nother offenses we think can be recognized in the laws of war, \neven if not codified previously into treaty. You are talking \nabout the kind of modern warfare involving war with a terrorist \norganization. Offenses like hijacking, offenses like terrorism, \nmaterial support of terrorism. These are the kinds of tactics \nthat the enemy is using in this new kind of war. And we think \nit is appropriate that the laws of war would evolve and reflect \nthose kinds of offenses.\n    So we think you can call them all laws of--violations of \nlaws of war. Of course, certain offenses that are in here that \nwe have codified, like material support for terrorism, come \nfrom Title 18 of the U.S. Code that is an offense that has been \non the books and these folks have been subject to that offense \nsince 1992 for the United States. We think it is appropriate \nthat when they use those tactics in this war against the United \nStates, they could be subject to trial for those same offenses \nunder the military commission process.\n    Mr. Wilson. And if you could provide at a later date what \nhas been done we would appreciate it specified.\n    Mr. Bradbury. Happy to do so.\n    Mr. Wilson. A final question I have, I don't mean to be \npicking on General Walker, but I am very impressed with his \nacademic background, Clemson University, where I have a son \nattending and another son a graduate, and then he and I are \nboth graduates of the University of South Carolina. But, \nindeed, a very serious question as a parent with four sons in \nthe military: How likely would it be that our soldiers would be \ncharged for violations of Common Article 3 under 18 United \nStates Code (U.S.C), section 2441, the War Crimes Act? Parents \nhave a great concern.\n    Mr. Bradbury. Maybe I will start us off. Since 1997 the War \nCrimes Act has made a war crime any violation of Common Article \n3. Now the United States has never been engaged and we never \nthought we were engaged in a Common Article 3 conflict, and we \nhad in mind the sort of atrocities that were committed in \nRwanda, for example, a classic Common Article 3 non-\ninternational conflict. And that is what we had in mind when we \nincorporated that into the War Crimes Act. It is not a \nrequirement of the Geneva Conventions, by the way, that we make \nevery violation of Common Article 3 a war crime. But Common \nArticle 3 contains some vague language, as I have suggested. \nAnd so what the parameters of those violations might be are \nsubject to uncertainty and also subject to evolving definition, \nbecause they can be interpreted by international courts and \nforeign governments. We think it is important to give it \ncertainty and definition for our troops, for our intelligence \nofficers who are on the front lines, in terms of handling \ndetainees on the war on terror so that they have that certainty \nand that clarity.\n    So what we would do is substitute or replace this general \nreference to any and all violations of Common Article 3, \nwhatever that might be, including humiliating and degrading \ntreatment, an ill-defined phrase, substitute for that a set of \nvery clear serious offenses that are well defined by statute \nthat we can all recognize as the most serious violations of \nCommon Article 3 and say those are the ones that are \nappropriate for prosecution as war crimes. So that all of our \nown personnel who are fighting in this war will have definite \ncertainties as to what will and will not violate that war crime \nprovision as a violation of Common Article 3.\n    General Walker. Sir, I think it is important that we have \nthis common definition. We have a definition of exactly what \nthe offenses are, but in the end we must remember that as we \ntry to protect our Nation, if a son or daughter of ours commits \na crime, a war crime against the United States, they need that \ncommon definition, application of standards, and they too would \nneed to be punished.\n    General Dunlap. Could I add something to that?\n    Mr. Wilson. Certainly.\n    General Dunlap. As a practical matter in the military, many \ntimes we will--we will prosecute something which might be a war \ncrime under one of our traditional military offenses: murder, \nrape, and so forth. One of the things that this country does \nbetter than many other countries is bring to bear exactly what \nyou spoke about earlier, the fact that we have a robust Judge \nAdvocate Corps in all of the services, because the evaluation \nof the specific facts and circumstances of a combat situation \nis informed, I think very hopefully, by the experience of a \nmilitary lawyer. So that when the decisions are made whether or \nnot someone needs to be held accountable, the convening \nauthority and so forth has the benefit of that kind of advice, \nand that is why someone who has the combat arms badge becoming \na Judge Advocate is especially valuable in these kinds of \nconflicts which are very confusing in chaos on the battlefield. \nThank you, sir.\n    Admiral MacDonald. Sir, I--I would add, the parents can \nrest assured that the military has trained to Common Article 3 \nstandards for quite some time. So it is--I mean, that is \nanother area that we spend an awful lot of time and effort in \nmaking sure that our soldiers, our sailors, our Marines and our \nairmen are well trained before they go in to combatants, the \nstandards of treatment that are expected of them when they \nhandle detainees.\n    Mr. Wilson. Again, thank you all for your service. And at \nthis time, Mr. Snyder.\n    Dr. Snyder. I want to make a quick comment. We had a \nconversation with another member, who over the recess had met \nwith a young Marine who had returned from Iraq and very \neloquently talked about the importance of the rule of law; that \nhe had had multiple discussions with Iraqis who knew that \nAmericans sometimes made mistakes, but that we had a system \nthat made it much more likely that people would be brought to \njustice, our people would be brought to justice, and he talked \nabout how important the rule of law was.\n    Mr. Bradbury, I do want----\nminute? I am told it would be nice to have a five-minute break \nhere. So we will go ahead and do that and hurry back."
break,break,break,break,break
"","","meehan","Mr. Meehan","    Mr. Saxton. The time is yours. Dr. Snyder, the floor is \nyours.\n    Dr. Snyder. Mr. Bradbury, I wanted--I don't want to ask \nthis as a question. I want to pick on you a little bit. You \nquoted the President. I read your written statement this \nmorning. You said the time has come. That is a--I found a very \ndisconcerting statement to hear the President say it and to be \npicked up by the Administration for a variety of reasons. One \nof them is on this side of the aisle, this issue had been \nattempted to be addressed for the last year. Congressman \nSanchez filed a bill June 23rd, 2005 that dealt with this and \nit was ignored by the Administration. You have had multiple \npeople from within the Administration make comments saying you \nwere going to get into trouble with this. It was predicted the \nSupreme Court was going to have problems with the route the \nAdministration chose.\n    So now to have the President, 60 days before an election, \nvery dramatically, with a packed house at the White House, talk \nabout the time has come, it is very discouraging for us who \nthink that what we need to do as a Nation is to be tough, \nthoughtful, and bipartisan and united and come up with a system \nthat reflects our American values and not to use these kind of \nissues as a--as political pawns in an election year.\n    I wanted to get some specific issues and I think I will \nmake some comments and let the military people respond if they \nwould.\n    First of all, this is an ongoing issue. Mr. Buyer is here \nbecause he is a JAG, as you know, in the Army Reserves. We \ndon't have much time, and usually when we ask questions for the \nrecord or anything written, because of the process it will be \nmonths before we get them. But I would like to direct a \nquestion to our folks representing the JAGs today. I would like \nyou to provide written information to all members of the \ncommittee on recommendations that you would like to see--have \nseen included in this that were not incorporated into this \ndraft. It would be helpful, I think, as we are trying to sort \nthrough this.\n    One of the issues that--Chairman Hunter is not here, but \nyou all went back and forth several times with Mr. Bradbury, \nthe JAGs, about well, what if you actually get down to a \nscenario with a piece of information that is classified and the \nprosecution could not move ahead without that piece of \ninformation. Would you all address this? What if that were on--\nthe shoe was on the other foot and it was one of our folks that \nwas captured by somebody and was being tried? Would we want our \nfolks--would you all want to be tried if you were captured by \nsomebody with a piece of classified information that you could \nnot confront? I would like you to respond to that.\n    I would also like you to respond to the specific question \nMr. Bradbury addressed. I am not sure I heard each one of you \naddress it. Do you feel that the draft we have here--and I \nassume you all got it before we did last night--do you feel it \nadequately addresses our legal obligations under the Geneva \nConventions?\n    And then my last question is the preamble, the findings; we \nmembers of Congress, we love findings. We always put stuff in \nthere. A lot of times they are not factually accurate. We love \nfindings, but it seems to me it is somebody's op-ed piece that \ngot included on a piece of legislation that is going to be \nproblematic. Is it necessary that we have that set of findings? \nI would think that we may be able to put together broad support \nfor a bill like this if we left off the findings.\n    Those are my questions, if we can have the JAGs respond. \nStart with General Black.\n    General Black. With respect to your question on classified \nevidence, I think I articulated my position early on. I think \nwe need two protections built into the legislation, the first \nof which would provide that evidence should be excluded if it \nis the sole evidence that is necessary to prove a material fact \nfor conviction. And the second recommendation or the second \nchange I would make would be to add a provision--would be to \nrequire instruction from the judge to the effect that if the \naccused has at the end of the trial been excluded from seeing \nclassified evidence, that the panel members, the members of the \ncommission itself, the triers of fact, be advised that that \nevidence was excluded and be advised that they should accord \nappropriate weight to it. So I would make those two changes.\n    With respect to your second question, overall I am \nsatisfied that the legislative package as it exists right now \nsatisfies our obligations under international law.\n    And your third question I think is out of my lane, sir.\n    Admiral MacDonald. Sir, I would agree with General Black \nwith just, I guess, a couple of caveats. First, with respect to \nclassified evidence. I think you--your first question alluded \nto how would we feel if such a rule were applied against one of \nour own service members. And we have actually testified to that \nbefore in front of the Senate Judiciary Committee and we have \ntestified with the former Chairman of the Joint Chiefs who \nmentioned--General Myers mentioned that the issue of \nreciprocity was an issue for him, and it is an issue, in my \npersonal opinion, for me as well that we would be the first \ncountry that would allow evidence to be presented against an \naccused that he would not be able to view. And I would be very \nconcerned as a matter of policy that such a rule could be \napplied against one of our service members by another country \nthat is out there.\n    Dr. Snyder. And their defense would be, hey, this is how \nyou treat our guys.\n    Admiral MacDonald. Yes, sir. So to your second question, I \nam generally pleased with the commission package I would say, \nwith two caveats, the first one being the classified evidence \nthat I just mentioned, and the second being that provision that \ntalks about coerced statements and that you could admit coerced \nstatements as long as they were reliable and probative. And you \ncould have a statement that was determined to be reliable by a \nmilitary judge based on other evidence that was introduced that \nwas nevertheless coerced. And I am concerned about that.\n    The legislation right now bans the use of statements \nobtained by torture. That is a good thing. I would recommend \nthat you look to the Detainee Treatment Act which you passed \nfor additional standards, and I would recommend that you look \nto--and I think I mentioned this earlier to the Chairman--that \nyou look to the cruel and inhumane and degrading treatment. If \nstatements were obtained in violation of the Detainee Treatment \nAct, I would recommend that those statements be excluded. And I \nthink that goes to not necessarily because you couldn't make \nout that they were reliable or probative, but because I think \nthat goes to the underlying fairness of our process and our \nproceedings. So with those two caveats, I am generally pleased \nwith the commission's package.\n    Dr. Snyder. Mr. Dunlap.\n    General Dunlap. I completely agree with Admiral MacDonald \nin all of the particulars. My main concerns about the \nlegislation as it is written are those that he has articulated \nin the exact same way. I feel that the proposal is deficient in \nthose respects that he has outlined as to whether or not we \nwould want to be tried, or any servicemen. I wouldn't want any \nAmerican citizen or any citizen of the world tried under a \ncircumstance where the finder of fact would have evidence that \nthe accused never sees. I don't think that that process would \nmeet Common Article 3 or fundamental notions of justice. We are \na better country than that.\n    So, and as to the third item, I do think it is out of my \nlane, and I respectfully defer on that one.\n    General Walker. Sir, in my opening statement I said I had \ntwo concerns. The first of those dealt with trying an \nindividual where he does not have the ability to see the \nevidence against him. I simply believe that there can be no \nfull and fair trial absent the accused's ability to see the \nevidence against him and to be present when that evidence is \npresented. I think that is one of those baseline principles \nthat are fundamental and considered indispensable to a system \nof justice among civilized people.\n    As to the issue of reciprocity, it is really tied with that \none, sir. I think we have to understand as Congress debates \nthese important issues that what we do, how we treat these \nindividuals, can have an impact upon how other countries treat \nour servicemen and women as they go to foreign shores in future \nconflicts in future years. So that reciprocity is important.\n    Generally, I believe we have addressed in this proposed \nlegislation--it does address and comply with the Geneva \nConventions in my opinion, with the exception of the right to \nsee the evidence against you, even if it is classified. As to \nwhether the findings of the preamble to the bill are necessary, \nI concur that fortunately that is my decision to decide those.\n    Dr. Snyder. Thank you. One final comment, Mr. Chairman. I \nhave had some concerns and maybe this can get cleaned up. I \nhave read through this thing quickly a couple of times and it \nseems like it is still pretty rough. I mean at one point in \nthere, we refer to appellate counsel, appellate government \ncounsel, and appellate military counsel. I assume they are all \nthe same, but maybe they are not. There is a phrase, section \nhere, that says that there may be no disclosure to the defense, \nthe defendant, if the defense receives exculpatory evidence. \nNow, I don't know why--why would we have a provision in there. \nDoes that make sense?\n    Mr. Bradbury. Congressman, I believe that relates to only \nclassified.\n    Dr. Snyder. No, it doesn't. That is what I mean by the \nshoddiness of the way it is drafted. It says notwithstanding \nany provision of law, any defense counsel who receives evidence \nunder this subsection shall not be obligated to and may not \ndisclose that evidence to the accused. And the title of the \nsection is Disclosure of Exculpatory Evidence. That is what I \nmean by--while I encourage you to look at that, it can be \ncleaned up, but it doesn't say that it reads very clearly that \nit refers to all exculpatory evidence.\n    Mr. Bradbury. I think the subsection refers to classified \nevidence. That was certainly the intent, that it is limited to \nthat classified evidence that is determined under those very, \nvery extraordinary and limited circumstances by the military \njudge not to be appropriate for sharing with the accused. And \nthe reason we put that provision in that, specified by Federal \nstatute, that the defense counsel could not share that with \nthe--with the accused is actually in response to comments from \nthe JAGs and other military lawyers that we wanted to have \nsomething very clear in that event that would override the \nState bar requirements of those counsel. Because if you did--if \nyou left it silent, State bar rules might be interpreted to \nrequire that counsel not to participate in those proceedings.\n    And so we think you can override that by Federal law and \nthat would actually give a protection to the counsel \nparticipating in those proceedings and enable it to go forward.\n    Mr. Saxton. Dr. Snyder, I want to thank you for bringing \nthose last issues to our attention in particular and we will \nmake sure that our legal people will go through them.\n    Dr. Snyder. I encourage you to read that section.\n    Mr. Bradbury. We absolutely will, Congressman. Thank you.\n    Mr. Saxton. Ms. Sanchez."
"sanchez","Ms. Sanchez","meehan","Mr. Meehan","    Thank you, Mr. Chairman. And thank you, \ngentlemen, for being with us today. You know I have been very \nconcerned about this issue for several years now. I actually \nintroduced a bill in 2004 that dealt with this issue in \nparticular, since I had been to Gitmo and with the Padilla case \nand the whole issue of rights of these people that we were \nsupposedly trying, and of course with some of the lower appeals \ncourt decisions that came forward out of the D.C. court and \nalso the Supreme Court decision. So it was no surprise to me \nthat Hamdan came along and the Supreme Court basically said \nCongress hasn't been doing its job. And that is really where it \nis. I mean, the Administration walked on this and went and did \ntheir stuff simply because this committee in particular of \njurisdiction didn't address this issue.\n    Article I, section 8, is pretty clear. It is our job to do \nit and our counterpart in the Senate. So I am glad we are at \nthis point now, but we really could have done this several \nyears ago in my opinion.\n    I have been looking at the President's proposal and one of \nthe main issues that I have is this whole issue of an appeals \nprocess, because I think that is an incredibly important piece \nof this.\n    The existing military appeals court under the UCMJ commands \nwide respect, whereas the ad hoc review that the Administration \nhas provided for in the DOD military commission orders has \nfailed to command this kind of respect out of the commentators \nwho have been looking at this.\n    Mr. Bradbury, if the military appeals process that we have \nunder UCMJ is so revered, can you explain why the \nAdministration proposes to put in the Court of Military \nCommission review? In other words, why set up a new system when \nyou have got this system that works, that everybody likes, that \neverybody has respect for, where we have the experience. Why \nnot use that existing process?\n    Mr. Bradbury. Well, we have tried to create a parallel \nprocess. So we have used the model of the UCMJ Code of Criminal \nAppeals. But one of the things I think that has been very \nimportant, as I tried to stress to the President, in all of \nthis is that this be a separate and distinct process for \nmilitary commission trials, separate and distinct from the \ncourts-martial trials that are used for our own troops. So we \njust--we are simply creating a separate process that is modeled \non the UCMJ."
"sanchez","Ms. Sanchez","sanchez","Ms. Sanchez","    But doesn't it go out of the military and go \nto the U.S. Court of Appeals, to the District of Columbia \nCircuit and the Supreme Court? So it is into the Federal court \nsystem. It is not using the existing military system which is, \nyou know, which is what my point is, and appeals process that \nis tried and true under a commission that is sitting--that is \nbasically sitting under UCMJ.\n    Mr. Bradbury. Well, I think you are referring to the Court \nof Appeals for the Armed Forces which hears appeals from the \nCourt of Criminal Appeals, which in turn hears the appeal of \nthe court-martial proceeding. And we simply chose to retain the \nappeal process that Congress had decided on and the Detainee \nTreatment Act and decided not to open that door again for \nredebate and reconsideration. We think it is a--in fact, in \nsome respects gives more protection in the sense that it is an \nappeal to an Article 3 court as opposed to an appeal to a court \nthat is not an Article 3 court: the Court of Appeals for the \nArmed Forces.\n    The Court of Appeals for the Armed Forces is steeped in the \nprecedence and decisions of the courts-martial, and we felt it \nwas important that--and in fact a law would stipulate that the \nprecedents that have developed for courts-martial are not \nbinding in this procedure on military commission. Of course, \nthe courts can look to them as a persuasive precedent or useful \nprecedent but they are not binding. This, again, is a separate \nproceeding with separate standards, and we thought it was \nappropriate to have an Article 3 court that is--that is \nseparate from those precedents and those traditions taking a \nfresh look at the issues as they come up on appeal for the \nfirst time, because we haven't conducted military commissions \nin this country for a long time.\n    And so this will be a novel set of circumstances, and we \njust sort of wanted the whole process to be fresh and to \ndevelop as cases evolve under this new proceeding fresh, and to \nmake it clear that it is distinct and separate from the court-\nmartial traditions and the court-martial process."
"sanchez","Ms. Sanchez","sanchez","Ms. Sanchez","    May I have one more question?\n    General Black, in your testimony before the Senate Armed \nService Committee in July, you seemed to endorse the idea of \nusing existing military appeals court to review military \ncommission cases. Do you agree with that approach or do you \nstill have--do you agree with the approach that the \nAdministration is putting forward, or do you still have \nlingering concern with the appeals process? And don't you think \nit would enhance the credibility of the military commissions \nprocess to place them under the appellate jurisdictions of an \nestablished and respected military appeals courts? And of \ncourse I would invite any comments from the rest of the JAGs \nhere.\n    General Black. Let me begin, ma'am, but I am comfortable \nwith the appellate process that exists in the legislative \npackage that is put forth for three reasons, the first of which \nis since my testimony before the Senate Armed Services \nCommittee (SASC) in early July the procedures have been drafted \nand we have incorporated a number of remarkable safeguards, the \nfirst of which is the proceedings will be presided over by a \nuniformed, certified, and qualified military judge. And I am \nconfident that the presence of such trained and certified \nindividuals in the presiding role will ensure a full and fair \ntrial at the trial level.\n    Second reason, though, is in getting right to the heart of \nyour question with respect to the--to whether the appellate \nmilitary courts would be an appropriate forum here, I think \nnot. I think that the interim courts that have been suggested \nhere with the follow-on appellate process that provides for \nreview by the D.C. Court of Appeals is a good way to go. And I \nsay that because our military appellate courts are, as Mr. \nBradbury suggested, steeped in the rules and procedures for the \nUniform Code of Military Justice. They are indeed experts in \nthat and the foremost experts in this.\n    This is a different process right from the beginning. And \nfrankly, you know, their expertise is, while perhaps related, \nisn't as related as might be hopeful or in terms of an \nappellate process. So I don't see that they are necessary. I \nthink the interim appellate court with a follow-up from the \nD.C. courts is an acceptable alternative.\n    And the third reason I think that is appropriate is the \nresponsiveness. Our military appellate court system right now \nis chock full of cases. They are working very hard and staying \nup with our workload, but adding this additional burden would \nnot be--would not be helpful at this time."
